,Type,Name,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PhotoAmt,AdoptionSpeed,BreedMixed,ColorMixed,Video
6944,1,Cookie,2,2,1,2,1,2,1,2,1,0,41330,1.0,2.0,True,False,False
6945,1,Lucky,57,2,2,2,2,1,1,2,1,250,41324,1.0,4.0,False,True,False
6946,1,Lobo,21,1,2,3,1,1,3,1,1,300,41401,3.0,3.0,False,True,False
6947,2,Putih,3,2,5,2,3,2,2,2,2,0,41401,2.0,2.0,False,True,False
6948,1,DUKE,30,1,3,2,1,1,1,1,1,0,41326,1.0,2.0,False,True,False
6949,2,â¿Fayja Blossomâ¿,10,2,5,3,3,1,1,1,1,0,41326,6.0,2.0,False,False,False
6950,1,Climber,1,2,2,2,1,2,2,2,1,0,41326,16.0,2.0,True,True,True
6951,2,Katy,7,2,3,1,3,1,1,2,2,0,41326,5.0,0.0,False,False,False
6952,1,Cager,15,1,1,3,2,1,1,1,1,0,41401,1.0,2.0,True,True,False
6953,1,Hob Nob,4,1,1,2,2,1,1,2,1,0,41327,5.0,3.0,True,False,False
6954,2,Mimi,7,2,1,2,3,3,3,3,1,250,41326,1.0,4.0,False,False,False
6955,1,MALE Pup Wants Good Home,3,1,1,2,2,1,1,2,1,0,41401,2.0,2.0,True,False,False
6956,1,Isabelle,96,2,2,1,1,1,1,3,1,0,41327,2.0,1.0,False,False,False
6957,1,No Name No Name,3,1,2,1,2,2,2,2,1,0,41325,2.0,1.0,True,True,False
6958,1,MAWALI,6,1,1,3,1,2,1,2,1,0,41326,2.0,1.0,False,False,False
6959,1,Pumpkin,2,2,1,2,2,3,3,2,1,0,41326,1.0,3.0,True,False,False
6960,1,Pepper - Hazel's Mommy,12,2,1,2,1,1,1,1,1,0,41401,3.0,4.0,True,False,False
6961,2,Bugs,3,1,2,1,1,2,2,2,1,0,41326,8.0,2.0,False,False,True
6962,2,HIJUA,60,1,4,2,1,1,1,1,1,0,41401,13.0,3.0,False,False,False
6963,2,Rainy,2,2,7,1,2,3,1,3,1,0,41326,4.0,1.0,False,True,False
6964,2,C Balang,12,1,1,2,2,3,3,3,1,0,41401,2.0,4.0,False,False,False
6965,1,Mikio,8,2,3,2,2,1,1,2,1,0,41326,3.0,3.0,False,True,False
6966,1,Lynx,13,1,1,3,2,1,1,2,1,0,41326,3.0,2.0,False,False,False
6967,1,Escape From Mps,1,1,2,1,2,1,1,2,1,0,41332,1.0,4.0,True,True,False
6968,2,Nori,14,2,1,3,3,1,1,1,1,100,41326,5.0,4.0,False,False,False
6969,1,EMO,36,1,1,2,2,1,1,1,1,0,41326,1.0,1.0,False,False,False
6970,2,Oyen,5,1,4,2,1,2,1,2,1,0,41401,3.0,2.0,False,True,False
6971,1,Irish,60,1,2,3,3,1,1,1,1,500,41326,2.0,1.0,False,True,False
6972,1,White Chihuahua,6,1,7,1,3,1,1,1,1,0,41401,1.0,2.0,False,True,False
6973,2,Baby Bear,3,2,1,2,1,2,2,2,1,0,41401,2.0,3.0,False,True,False
6974,2,No Name No Name,4,2,1,2,1,2,2,2,1,0,41326,4.0,1.0,False,True,False
6975,1,Wisdom,10,1,2,2,1,2,2,2,1,0,41326,2.0,2.0,True,True,False
6976,2,Luna,6,2,6,2,2,2,2,2,1,0,41326,2.0,3.0,False,True,False
6977,2,Xiao Tong,3,1,7,2,1,2,1,2,1,0,41326,1.0,1.0,False,True,False
6978,2,8month Old Spayed Tabby,8,2,6,2,1,2,2,1,1,0,41326,2.0,2.0,False,False,False
6979,1,Lady Smellanor,96,2,2,1,2,1,1,1,1,0,41326,11.0,0.0,False,False,False
6980,1,Siggi,36,2,6,1,3,3,1,3,1,0,41326,0.0,2.0,False,True,False
6981,1,Mylo,36,2,2,3,1,1,1,1,1,0,41326,2.0,4.0,True,True,False
6982,2,Yoko Snowstorm,2,2,7,1,3,1,1,2,1,0,41326,0.0,4.0,False,True,False
6983,1,Hush,48,1,1,2,1,2,2,2,2,200,41326,4.0,1.0,False,False,False
6984,2,Adik Bear,4,1,1,3,1,2,1,2,1,0,41326,9.0,2.0,False,False,False
6985,1,Shorty,48,1,2,2,1,1,1,3,1,0,41326,2.0,4.0,True,True,False
6986,2,Shadow,4,2,1,2,1,2,1,2,1,0,41326,1.0,3.0,False,False,False
6987,2,Peper,1,2,1,2,2,3,1,3,1,0,41401,3.0,3.0,False,False,False
6988,2,Little Reggie,4,1,4,2,1,1,1,2,1,0,41401,17.0,2.0,False,False,False
6989,1,Latte,1,2,1,2,1,1,1,1,1,0,41326,27.0,4.0,False,False,False
6990,1,Ruby,1,2,2,2,2,2,1,2,1,0,41326,14.0,2.0,True,True,False
6991,2,Brownies,2,2,2,2,1,2,2,2,1,0,41401,3.0,1.0,False,False,False
6992,1,Summer,72,2,1,2,1,1,1,1,1,0,41327,1.0,4.0,True,False,False
6993,1,Jerry 1,4,1,1,2,2,1,1,2,1,0,41326,2.0,2.0,True,False,False
6994,2,Lucky,2,2,2,2,1,2,2,2,1,0,41401,1.0,2.0,False,False,False
6995,1,Coco,3,2,1,2,1,2,2,2,1,0,41326,4.0,4.0,True,False,True
6996,2,No Name No Name,1,2,1,2,1,2,2,2,1,0,41326,3.0,3.0,False,False,False
6997,1,Mikel,3,1,2,2,2,1,1,2,1,0,41326,4.0,1.0,True,False,False
6998,2,No Name Yet,3,1,3,1,2,3,3,3,1,0,41326,4.0,1.0,False,False,False
6999,2,Kate,12,2,1,3,1,2,2,2,1,0,41326,3.0,3.0,False,False,False
7000,2,Tim Tam,4,1,1,2,2,2,2,2,1,0,41326,11.0,4.0,False,True,True
7001,2,Mew,3,2,1,2,2,2,1,2,1,0,41326,4.0,1.0,False,False,False
7002,1,Nuno,7,1,1,2,1,1,1,1,1,0,41401,1.0,4.0,True,False,False
7003,1,CREMO,1,1,2,2,2,1,1,2,1,0,41326,2.0,1.0,True,False,False
7004,1,Angel,2,2,1,2,2,2,2,2,1,0,41330,2.0,2.0,True,False,False
7005,2,Harry,12,1,1,2,1,1,1,1,1,0,41361,3.0,4.0,False,False,False
7006,2,Pinki,3,2,3,2,2,1,1,1,1,0,41326,2.0,4.0,False,False,False
7007,1,LeiLei,4,2,1,2,1,1,1,2,1,0,41326,6.0,3.0,False,False,False
7008,2,Moon-Jelly,2,2,2,2,1,1,1,2,1,0,41326,5.0,2.0,False,False,False
7009,1,Panda,30,2,7,1,2,1,1,2,1,500,41326,5.0,3.0,False,True,False
7010,2,Angel,1,2,4,1,1,2,1,2,1,0,41327,2.0,1.0,False,False,False
7011,2,Snowflake,0,2,7,1,2,2,1,2,1,0,41326,3.0,1.0,False,True,False
7012,1,Puppy,38,1,3,2,2,1,1,2,1,0,41326,1.0,4.0,False,False,False
7013,1,Bambee,9,1,7,2,1,1,1,1,1,150,41326,5.0,3.0,True,True,False
7014,2,Kitty 2.0,6,2,6,2,2,3,3,3,1,0,41326,5.0,1.0,False,False,False
7015,2,Pari (read Peri),3,2,6,1,3,1,1,1,1,0,41401,5.0,3.0,False,False,False
7016,1,Bieber,9,1,3,3,3,1,1,1,1,200,41326,3.0,1.0,False,True,False
7017,1,Britanny,2,2,1,2,1,2,2,2,1,20,41327,1.0,3.0,True,False,False
7018,1,Bacon,2,2,1,2,2,1,1,2,1,0,41326,1.0,2.0,True,False,False
7019,1,Muki,3,1,1,2,2,1,1,2,1,0,41326,7.0,3.0,True,False,False
7020,1,Bobby,7,1,1,3,1,1,1,1,1,0,41326,1.0,4.0,True,False,False
7021,1,Brindle,2,1,1,2,1,3,3,2,1,0,41326,2.0,2.0,False,False,False
7022,2,Baby,4,2,2,2,1,2,2,1,1,0,41326,1.0,4.0,False,False,False
7023,2,Tuxedo Kitty,2,1,1,2,1,1,1,2,1,0,41326,4.0,2.0,False,False,False
7024,1,Mace,3,2,2,2,1,1,1,2,1,0,41401,1.0,3.0,True,True,False
7025,1,Skinny,9,1,2,2,2,1,1,1,1,0,41327,5.0,4.0,True,True,False
7026,2,Lola,4,2,4,1,1,3,1,2,1,0,41401,8.0,3.0,False,False,False
7027,1,Buddy,72,1,5,3,1,1,1,2,1,0,41326,6.0,2.0,False,True,False
7028,2,Cute Kitty In Damansara!!,1,2,1,2,2,2,2,2,1,0,41326,1.0,1.0,False,False,False
7029,2,Petito - Petite Ala Chihuahua Kitty,2,2,1,1,1,2,1,2,1,0,41326,2.0,1.0,False,True,False
7030,1,"Big, Gentle Kat",12,2,1,3,1,1,1,1,1,0,41326,20.0,4.0,True,False,False
7031,2,Amy,3,2,1,2,1,2,2,2,1,0,41326,3.0,0.0,False,False,False
7032,2,â¥ ç»ä¸å¥½åµ Gin Gin â¥,12,1,6,2,1,2,1,1,1,0,41336,3.0,4.0,False,False,False
7033,1,No Name No Name,3,1,2,2,2,1,1,2,1,0,41330,1.0,1.0,True,True,False
7034,1,Money,24,1,5,2,1,1,1,2,1,0,41401,2.0,4.0,True,False,False
7035,2,No Name No Name,3,1,1,2,2,2,1,2,1,0,41326,1.0,4.0,False,False,False
7036,2,Kitty,84,2,5,2,3,3,3,3,2,0,41401,2.0,2.0,False,False,False
7037,1,JUNIOR,4,1,1,3,1,1,1,2,1,0,41326,1.0,1.0,True,False,False
7038,1,Bessy,5,2,1,2,1,1,1,1,1,0,41326,4.0,3.0,False,False,False
7039,1,Lilo,6,1,1,2,3,1,3,1,1,200,41326,3.0,2.0,False,False,False
7040,1,No Name No Name,48,2,2,2,1,3,3,1,2,0,41326,3.0,4.0,True,True,False
7041,1,Saddie,48,2,6,1,2,1,1,1,1,0,41326,1.0,1.0,False,True,False
7042,2,Smokey,3,1,6,2,1,2,1,2,2,0,41401,18.0,2.0,False,False,False
7043,2,Ling Ling,3,2,1,2,1,2,1,2,1,0,41326,1.0,3.0,False,False,False
7044,1,No Name No Name,1,2,1,2,1,1,1,2,1,0,41326,1.0,3.0,True,False,False
7045,2,Tortoiseshell Kitten -mixed Persian,2,2,1,3,3,2,2,2,1,0,41326,1.0,1.0,False,False,False
7046,1,Lil Panda Girl,3,2,1,2,2,2,1,2,1,0,41326,9.0,3.0,False,False,False
7047,1,Rocky,60,1,3,2,2,1,1,1,1,0,41326,3.0,2.0,True,True,False
7048,1,Venus,5,2,3,2,1,1,1,1,1,0,41326,2.0,3.0,False,True,False
7049,1,Hazel,24,2,1,2,1,1,1,1,1,0,41401,8.0,4.0,True,False,False
7050,1,BIG BOY,2,1,1,2,2,1,1,2,1,0,41326,1.0,1.0,True,False,False
7051,1,Tiger,12,1,1,2,1,2,1,2,1,0,41326,7.0,2.0,True,False,False
7052,1,Baloo,6,2,1,2,1,1,1,1,1,0,41326,15.0,3.0,True,True,False
7053,2,Kiki,3,2,6,1,1,2,2,2,1,0,41336,2.0,3.0,False,False,False
7054,1,Niu Nai,2,2,5,3,2,3,3,3,1,0,41326,5.0,1.0,True,False,False
7055,2,Pesar,60,1,2,2,3,1,1,1,1,0,41401,1.0,3.0,False,True,False
7056,1,Pepsi,3,2,1,1,2,2,2,2,1,0,41326,2.0,4.0,True,True,False
7057,1,Manis,10,2,2,2,1,1,1,1,1,0,41327,2.0,4.0,False,False,False
7058,2,Putih,12,1,6,2,2,3,3,3,1,0,41327,6.0,1.0,False,False,False
7059,2,Dot,5,2,1,2,1,2,1,2,1,0,41401,1.0,2.0,False,False,False
7060,2,Ginger,24,2,1,2,1,2,1,2,1,0,41326,5.0,4.0,False,False,False
7061,1,Cute Black Boy,2,1,1,2,1,2,1,2,1,0,41327,2.0,3.0,True,False,False
7062,1,KiamHu (Temporary Name),36,1,2,1,3,3,3,3,1,0,41401,2.0,3.0,False,False,False
7063,1,Tara,3,2,1,3,1,1,1,3,1,0,41326,0.0,1.0,False,True,False
7064,2,Kenji,6,1,4,2,2,2,1,1,1,100,41401,8.0,3.0,False,False,False
7065,1,Max,2,1,2,2,1,2,2,2,1,0,41401,2.0,1.0,True,False,False
7066,1,Newton,1,1,2,2,2,2,2,2,1,0,41327,6.0,3.0,True,False,False
7067,1,VV-F-01,8,2,2,2,2,1,1,1,1,0,41327,1.0,4.0,True,True,False
7068,1,Yang,2,2,1,2,2,2,2,2,1,0,41326,1.0,3.0,True,False,False
7069,2,White Bikini,2,2,1,2,2,2,1,2,1,50,41326,6.0,2.0,False,False,False
7070,1,A-Boy (6 Weeks Old Cute Puppy!),1,1,1,2,1,2,1,2,1,0,41326,3.0,1.0,True,False,False
7071,1,Mimo,2,2,1,2,2,1,1,1,1,150,41401,13.0,4.0,True,False,False
7072,2,Meshmesh,1,2,4,1,1,2,2,2,1,0,41401,6.0,1.0,False,True,True
7073,1,"No Name Yet, It's Up To The Owner",2,2,1,2,1,2,2,2,2,0,41336,1.0,4.0,True,False,False
7074,1,Tiger,2,1,1,2,1,2,1,2,1,0,41326,3.0,2.0,False,False,False
7075,1,Rainy,2,2,3,2,1,1,1,2,1,0,41326,1.0,4.0,True,True,False
7076,1,Billy,48,1,5,1,2,1,1,1,1,0,41401,3.0,1.0,False,True,False
7077,1,Chloe,1,2,2,2,1,2,2,2,1,0,41330,1.0,2.0,True,True,False
7078,1,Mojo,12,2,1,2,1,1,1,2,1,0,41326,5.0,1.0,False,False,False
7079,2,2 Month Old Cute Kitty,2,2,1,2,1,2,2,2,1,0,41326,4.0,1.0,False,False,False
7080,1,Bingo,0,1,5,2,2,3,3,3,1,0,41401,5.0,1.0,False,True,False
7081,2,Unknown,24,2,3,1,2,3,3,1,1,0,41326,1.0,1.0,False,True,False
7082,1,No Name No Name,96,1,1,1,2,3,3,3,1,0,41401,3.0,3.0,False,False,False
7083,2,Joey,24,1,1,2,1,2,2,3,1,0,41326,1.0,2.0,False,True,False
7084,1,January,18,1,2,2,2,1,1,3,1,0,41326,4.0,3.0,False,True,False
7085,2,Ricky,3,1,1,2,2,1,1,1,1,0,41401,3.0,4.0,False,False,False
7086,2,Sandy,7,2,4,2,1,1,1,1,1,0,41401,9.0,3.0,False,True,False
7087,1,Brunoâºï¸ð¶,9,1,1,2,2,1,1,2,1,5,41401,5.0,4.0,True,True,False
7088,1,Blue,48,2,3,1,1,1,1,1,1,50,41327,5.0,1.0,False,False,False
7089,1,Zone A3 P2,2,1,2,1,1,1,1,2,1,0,41326,4.0,4.0,True,False,False
7090,1,Male Puppy,1,1,5,2,1,1,1,2,1,0,41325,1.0,2.0,False,True,False
7091,1,B22,2,1,1,2,2,1,1,2,1,0,41326,5.0,1.0,True,False,False
7092,1,Baby,1,1,1,2,2,2,1,2,1,0,41326,3.0,1.0,True,False,False
7093,1,Teddy,36,1,2,2,2,3,1,2,2,0,41326,1.0,2.0,False,False,False
7094,2,Prosperity Kitty (PK),2,2,1,2,2,1,1,2,1,10,41401,3.0,4.0,False,False,False
7095,1,Coco,60,2,2,1,2,1,1,2,1,100,41326,2.0,1.0,False,False,False
7096,2,Nana,6,1,6,1,1,1,1,2,1,0,41401,5.0,4.0,False,False,False
7097,1,Chuck,2,1,2,2,1,1,1,2,1,0,41401,2.0,4.0,True,True,False
7098,1,Junie,1,2,1,2,2,1,1,2,1,0,41326,9.0,3.0,True,False,False
7099,1,Billy,3,1,1,2,1,2,1,2,1,150,41326,3.0,4.0,True,False,False
7100,2,Oyen,6,1,3,2,2,2,2,2,1,0,41326,2.0,4.0,False,True,False
7101,2,VICO,2,2,2,3,2,2,1,3,1,0,41326,2.0,1.0,False,True,False
7102,1,Chico,4,1,2,2,1,2,2,2,1,0,41401,2.0,4.0,True,False,False
7103,2,Kitten RA12,1,2,1,2,1,2,1,2,1,0,41401,3.0,1.0,False,False,False
7104,2,No Name,8,2,6,2,2,1,1,1,1,0,41401,5.0,3.0,False,True,False
7105,1,QQ,1,2,2,2,3,2,2,2,2,20,41327,2.0,2.0,False,False,False
7106,2,SNICKERS!!  (dumped At Megamall!!),24,1,1,2,3,1,1,1,1,0,41326,5.0,4.0,False,False,False
7107,2,MIB ( Miss In BLACK ),2,2,1,1,2,2,1,2,2,0,41326,4.0,2.0,False,False,False
7108,1,Danya,2,2,1,2,1,2,2,2,1,0,41326,1.0,1.0,True,False,False
7109,2,Neilly,4,2,7,2,1,1,1,2,1,100,41401,8.0,4.0,False,True,False
7110,2,Small Paw,1,1,2,2,1,2,2,2,1,0,41326,2.0,3.0,False,False,False
7111,2,Harley,48,1,6,2,1,1,1,1,1,0,41326,1.0,2.0,False,False,False
7112,1,Mika,9,2,5,2,1,1,1,1,1,0,41330,4.0,2.0,True,True,False
7113,2,Lilly,4,2,2,2,2,2,2,2,1,0,41326,1.0,3.0,False,False,False
7114,1,No Name No Name,1,1,2,2,1,1,1,2,1,0,41326,1.0,3.0,True,True,False
7115,1,Xyla,3,2,2,2,1,1,1,2,1,0,41327,4.0,3.0,True,False,False
7116,1,YY,6,2,1,2,1,1,1,2,1,0,41326,2.0,4.0,True,False,False
7117,1,Samuel,7,1,1,2,2,1,1,2,1,0,41336,1.0,4.0,True,False,False
7118,1,Puppy Jingles,3,2,5,2,2,2,1,2,1,150,41401,8.0,1.0,False,False,False
7119,1,No Name No Name,8,2,2,2,1,2,2,2,2,0,41324,1.0,4.0,True,False,False
7120,1,Female 4,1,2,1,2,1,2,2,2,1,0,41401,1.0,3.0,True,False,False
7121,1,Baby,2,2,2,2,2,2,2,2,1,0,41326,4.0,2.0,False,False,False
7122,1,Fifi,4,2,1,2,2,1,1,2,1,0,41326,1.0,3.0,False,False,False
7123,2,Millie,6,2,6,1,1,2,1,2,1,0,41401,4.0,3.0,False,False,False
7124,1,Beeny,1,2,1,2,1,3,3,2,1,0,41326,5.0,3.0,True,False,False
7125,2,-,1,2,1,1,1,2,2,1,1,0,41326,6.0,1.0,False,False,False
7126,2,Sherio,3,1,1,1,1,2,2,2,1,0,41401,2.0,3.0,False,False,False
7127,1,Phoebe,8,2,2,2,1,1,1,1,1,0,41326,3.0,4.0,True,False,False
7128,2,Orangey,4,1,3,2,2,2,2,2,1,0,41326,5.0,1.0,False,True,False
7129,1,Guana,6,2,2,2,1,1,1,2,1,0,41326,13.0,3.0,True,True,False
7130,1,Batman,2,1,1,2,1,2,1,2,1,0,41326,6.0,1.0,True,True,False
7131,2,Truffles,12,1,1,2,1,1,1,1,1,0,41401,6.0,2.0,False,False,False
7132,1,Dong Dong,168,1,3,2,3,3,3,3,1,0,41326,5.0,3.0,False,True,False
7133,2,No Name No Name,3,2,1,1,1,2,1,2,1,0,41401,2.0,1.0,False,False,False
7134,2,Shimmer,4,2,2,2,1,2,1,2,1,0,41325,1.0,3.0,False,True,False
7135,1,Hachi,53,1,2,1,2,1,1,3,1,0,41330,2.0,2.0,False,False,False
7136,1,No Name No Name,2,1,1,2,2,2,2,2,1,0,41401,3.0,2.0,False,False,False
7137,1,Yellow Ranger,1,1,1,2,1,2,2,2,1,0,41326,4.0,1.0,True,False,False
7138,1,Jack Puppy,2,1,1,2,1,2,1,2,1,0,41327,3.0,2.0,True,False,False
7139,1,Sita,26,2,2,2,1,1,1,1,1,0,41326,2.0,4.0,True,False,False
7140,2,Juju,10,2,1,2,1,2,1,2,1,0,41326,1.0,4.0,False,False,False
7141,1,Lucy,48,2,1,2,1,1,1,1,1,0,41326,2.0,1.0,False,False,False
7142,1,Blackie,2,2,1,2,1,1,1,2,1,0,41326,3.0,4.0,True,True,False
7143,2,Rescued Kitten Very Playful And Friendly,1,1,1,1,1,2,2,2,1,0,41326,6.0,3.0,False,False,False
7144,1,Tofu,3,2,5,2,1,1,1,1,1,300,41326,3.0,4.0,True,False,False
7145,1,Abandoned Poor Doggie Needs A Home,12,2,7,1,3,3,3,3,1,0,41401,5.0,1.0,False,True,False
7146,2,Ninie,24,2,1,3,1,2,2,2,1,0,41401,1.0,4.0,False,False,False
7147,2,Olsen White The Cheras,4,1,3,2,1,2,1,2,1,30,41326,3.0,3.0,False,False,False
7148,2,Gentle Sweet Cat   (spayed + Healthy),12,2,6,1,1,1,1,1,1,0,41326,2.0,2.0,False,False,False
7149,2,CARROT,3,2,4,3,3,2,1,3,1,0,41326,1.0,1.0,False,False,False
7150,1,Molly,30,2,1,2,1,1,1,1,1,0,41326,3.0,4.0,False,False,False
7151,1,Ace The Handsome Boy,19,1,3,3,1,1,1,2,1,0,41326,5.0,3.0,True,False,False
7152,1,Mickey,36,1,2,1,3,1,1,2,1,0,41326,5.0,0.0,False,True,False
7153,1,Sock,3,1,2,1,1,1,1,2,1,0,41326,3.0,1.0,True,False,False
7154,1,Nico,20,2,7,1,2,1,1,1,1,400,41326,2.0,1.0,False,True,False
7155,1,âª QITMIR âª,6,2,3,3,3,1,1,1,1,350,41336,8.0,2.0,False,True,False
7156,2,Daisy,18,2,1,1,1,1,1,1,1,0,41326,5.0,2.0,False,False,False
7157,1,Molly,18,2,2,2,1,1,1,1,1,50,41326,2.0,3.0,True,True,False
7158,2,Ben,17,2,6,2,2,3,3,1,1,0,41326,2.0,2.0,False,True,False
7159,1,Cookie,11,2,1,1,1,3,3,3,1,0,41401,2.0,3.0,False,False,False
7160,1,Lucky,18,1,2,2,1,1,1,2,1,0,41327,4.0,4.0,False,False,False
7161,2,Pepper,4,2,1,1,2,3,3,2,1,50,41326,3.0,4.0,False,False,False
7162,2,Boren,24,1,2,2,1,3,3,2,3,0,41332,3.0,3.0,False,False,False
7163,1,Bobo,2,1,1,2,1,2,2,2,1,0,41326,1.0,4.0,True,False,False
7164,2,Ming,3,1,1,2,1,2,1,2,1,0,41336,3.0,2.0,False,False,False
7165,1,Vodka,2,1,1,2,1,2,2,2,1,0,41326,3.0,1.0,True,False,False
7166,1,Lightning,2,2,1,2,1,2,1,2,1,0,41401,3.0,1.0,False,False,False
7167,2,Kitty Aka Angelina,7,2,2,2,1,2,1,2,1,0,41326,6.0,2.0,False,False,False
7168,1,Pepper,32,2,2,2,2,3,1,3,1,0,41330,2.0,4.0,True,False,False
7169,1,Hershey,3,2,2,2,2,1,1,2,1,0,41326,5.0,3.0,True,False,False
7170,1,Holly,1,2,2,2,2,1,2,2,1,0,41327,5.0,4.0,True,False,False
7171,2,Snowball,3,1,7,2,1,3,1,2,1,0,41326,3.0,2.0,False,True,False
7172,2,Baby,1,2,1,1,2,2,2,2,1,0,41401,6.0,2.0,False,False,False
7173,1,No Name No Name,2,1,2,2,2,2,2,2,1,0,41401,1.0,1.0,False,False,False
7174,2,Moo,3,2,1,1,1,1,1,2,1,0,41326,4.0,3.0,False,False,False
7175,2,Mulan (Thanx Haziq),1,1,1,2,1,3,3,3,1,0,41326,4.0,0.0,False,False,False
7176,2,Powder (For Adoption Again),2,1,2,2,2,2,1,2,1,0,41326,11.0,3.0,False,False,False
7177,1,Fishsticks,3,2,1,2,1,2,1,2,1,0,41326,4.0,4.0,True,False,False
7178,2,Kaya,24,2,1,2,1,2,1,1,1,0,41326,5.0,4.0,False,False,False
7179,1,Guido,12,1,2,2,2,1,1,1,1,0,41401,6.0,4.0,True,True,False
7180,2,Lily,12,2,2,2,2,1,1,2,1,400,41326,5.0,4.0,False,False,False
7181,1,Ditto With Lots Of â¥,12,1,5,2,2,1,1,1,1,0,41326,2.0,2.0,False,True,False
7182,1,ES-Puppy-01,2,1,1,2,1,2,2,2,1,0,41327,1.0,2.0,True,False,False
7183,1,Silky,4,2,2,3,1,1,1,2,1,0,41326,1.0,4.0,True,True,False
7184,1,No Name No Name,6,1,2,1,1,3,3,3,1,0,41401,2.0,2.0,True,False,False
7185,2,Vanilla,48,1,7,1,1,1,1,1,1,50,41326,27.0,3.0,False,True,False
7186,2,No Name No Name,3,1,2,2,1,2,2,2,1,0,41326,3.0,1.0,False,True,False
7187,1,C4C,2,2,2,2,2,2,1,2,1,0,41326,3.0,3.0,True,True,False
7188,2,1 Month Old Cute Kitten,1,1,1,2,1,2,2,2,1,0,41326,2.0,1.0,False,False,False
7189,1,99,15,1,5,2,1,1,1,1,1,0,41326,4.0,3.0,True,False,False
7190,2,No Name No Name,2,1,1,2,2,3,3,3,1,0,41324,2.0,4.0,False,True,False
7191,1,Hardy,2,1,2,2,2,1,1,2,1,0,41326,3.0,3.0,True,True,False
7192,1,Lolo,3,2,1,1,1,1,1,2,1,0,41401,6.0,4.0,True,False,False
7193,2,Compassion,5,2,1,2,1,1,1,2,1,0,41326,1.0,3.0,False,False,False
7194,2,Nemo And Smokey,3,2,1,2,2,1,1,1,1,200,41401,2.0,1.0,False,False,False
7195,1,Sniffles,1,1,1,1,1,2,2,2,1,0,41326,1.0,1.0,False,False,False
7196,1,CYAN,3,2,1,2,1,1,1,2,1,0,41326,7.0,2.0,True,False,False
7197,1,Bosko,2,2,2,2,1,3,3,2,1,0,41326,1.0,2.0,True,False,False
7198,2,Pixie,7,2,5,2,2,2,2,2,1,0,41336,3.0,0.0,False,False,False
7199,1,Cloud,2,1,7,2,1,2,2,2,1,0,41326,3.0,3.0,True,True,False
7200,2,Tiger,2,1,4,2,1,2,1,2,1,0,41401,3.0,1.0,False,False,False
7201,2,Mailo,4,2,2,1,1,2,2,2,1,0,41401,1.0,3.0,False,False,False
7202,1,Xindie,20,2,1,2,2,1,1,1,1,0,41326,4.0,4.0,False,False,False
7203,1,Button Face,3,1,1,1,2,1,1,2,1,0,41324,6.0,1.0,False,False,False
7204,2,Husky,29,1,1,2,1,1,1,1,1,0,41401,3.0,3.0,False,False,False
7205,1,Jasmine,24,2,3,2,2,1,1,1,1,0,41330,7.0,3.0,False,True,False
7206,1,Baboona,2,2,1,2,1,2,1,2,1,0,41326,6.0,2.0,True,False,False
7207,2,Atun,1,2,1,2,1,2,2,2,1,0,41401,1.0,2.0,False,False,False
7208,1,Fluffy,1,1,2,1,1,2,2,2,1,0,41326,0.0,3.0,True,True,False
7209,2,Tommy,3,1,1,2,2,2,1,2,1,0,41401,2.0,2.0,False,False,False
7210,2,WoollyBear,1,1,1,2,2,2,1,2,1,0,41326,8.0,2.0,False,False,False
7211,1,Panda,8,2,1,2,1,1,1,1,1,0,41326,2.0,4.0,True,False,False
7212,1,Dot,3,1,2,2,1,3,3,3,1,10,41326,1.0,3.0,True,False,False
7213,1,Ononiz,2,1,2,2,2,1,1,2,1,0,41326,3.0,3.0,True,False,False
7214,1,Sweetie,76,2,2,1,1,1,1,1,1,0,41326,3.0,4.0,False,False,False
7215,1,Lenny,3,2,2,2,1,1,1,2,1,0,41326,4.0,2.0,False,True,False
7216,2,Chino Et,5,2,1,1,1,2,2,2,1,0,41401,15.0,3.0,False,False,False
7217,1,"Sweet ""Candy""",33,2,5,2,2,1,1,1,1,300,41401,0.0,2.0,False,True,False
7218,1,Minnie,10,2,4,2,2,1,1,1,1,1,41401,4.0,4.0,False,False,False
7219,2,Mickey,120,2,2,1,1,1,1,1,1,0,41401,4.0,4.0,False,False,False
7220,1,No Name  Yet,2,2,2,2,1,2,2,2,1,0,41336,1.0,3.0,True,True,False
7221,2,Lucky,9,2,1,2,2,1,1,1,1,0,41326,5.0,4.0,False,False,False
7222,1,Armani,2,2,2,2,2,3,3,2,1,0,41326,2.0,2.0,False,True,False
7223,1,No Name No Name,12,2,1,1,2,2,2,2,1,0,41326,2.0,4.0,True,False,False
7224,1,No Name No Name,4,1,2,2,1,2,1,3,1,0,41401,1.0,2.0,True,False,False
7225,1,Jacob,3,1,1,2,1,2,1,2,1,0,41326,3.0,1.0,True,False,False
7226,1,Buddy,48,1,3,3,2,1,1,2,1,250,41326,1.0,3.0,False,True,False
7227,1,Dakota,1,2,1,2,1,3,3,2,1,0,41326,3.0,3.0,True,False,False
7228,1,Veella,3,2,2,3,1,1,1,2,1,0,41326,5.0,3.0,False,False,False
7229,2,Tabby,2,1,2,2,2,2,2,2,1,0,41326,1.0,1.0,False,False,False
7230,1,Husky + Spitz,2,2,7,2,2,1,1,1,1,0,41401,3.0,1.0,True,True,False
